-1.573236352000000338e-01,-4.054003200000000362e-01,-4.791901013333334514e-01,8.886685013333324445e-02,1.783265962666667759e-01,-5.045294293333332236e-01,-3.480474197333333630e-01,-3.291232426666666488e-01,-3.107276160000000398e-01,-4.999279317333333306e-01,3.464988970666664225e-01,-4.741015082666668046e-01,-2.889119573333334690e-01,-5.532597034666667524e-01,5.448156113136750633e-01
-5.564006885866668028e-01,-7.904111433333345371e-02,-4.001866960133335094e-01,-7.028118328133333703e-01,9.096091357333306593e-02,-3.874083000000065006e-03,-6.153423157600000915e-01,-3.142294150933334085e-01,-7.358816874666669616e-02,-1.131731734133335082e-01,5.873249291999993460e-02,-4.608362604666667584e-01,-4.532750798000000358e-01,-2.815918011333333193e-01,2.021592263595756445e-01
-4.524900921066666304e-01,-8.937895954666637277e-02,-3.291855646133334257e-01,-1.690344333866665993e-01,-2.358239640000000248e-01,-4.889014200266667554e-01,1.383816404533334821e-01,-5.255455698933334530e-01,-6.506114460266664290e-01,-2.080270481066666122e-01,-3.526499677599999605e-01,2.475042745866667671e-01,-3.037573589599998347e-01,-4.364456231733333524e-01,-7.410216089008102580e-01
-4.682839206400000731e-01,-2.437720064533334396e-01,-5.128114434666667387e-01,-5.329300770666667297e-01,-2.882135522133332795e-01,-1.471165881066666403e-01,-2.597490117333330420e-02,-6.289234719999999834e-01,-5.131639494400001000e-01,-2.685248039466667791e-01,-1.708290630933332610e-01,-1.922201572800001090e-01,-1.414421017066667119e-01,-2.606579023466668588e-01,-9.358056193234530751e-01
-1.086984431866667294e-01,-6.686142968066666192e-01,-3.012765631466667315e-01,-3.726616838266667564e-01,-3.054241337066668227e-01,-2.873278883466665046e-01,5.585296266933331699e-01,-3.194098403866669211e-01,-9.749012750666678773e-02,-4.265430692266667378e-01,-2.606402468266664774e-01,-2.583936461066667079e-01,-3.834749927866665797e-01,-6.840763411026666851e-01,-8.401646942983803656e-01
-2.681523253333333301e-01,-6.107915000000000427e-01,-1.870892106666666166e-01,-1.024874873333333908e-01,-1.887797933333364500e-02,-3.182811513333332343e-01,-3.901772499999999755e-01,-5.153544339999999169e-01,-5.866358859999999398e-01,-1.341242293333332614e-01,-5.962905333333345936e-02,-3.307496979999999809e-01,-6.030469520000001360e-01,-3.243485920000000466e-01,9.066434735364662378e-01
-4.600063185066667337e-01,-6.248374135466666646e-01,2.254119295999975139e-02,-5.942054656000000934e-01,-5.478201894400002159e-01,-4.257211763200000054e-01,-1.721243217066668052e-01,-2.729730641066667185e-01,-4.854757713066668035e-01,-9.144532778666676631e-02,-1.248557614933334392e-01,-3.946877781333343188e-02,-3.925851609599999570e-01,-2.420495466666669204e-01,6.050714966971272590e-02
-3.313252250933332310e-01,-1.923877622666664566e-01,-3.261494811999998689e-02,-4.503229142800000417e-01,-4.093855243999981047e-02,-4.677164376533332057e-01,-6.355231103999998687e-01,-2.503720269600000492e-01,8.657590488000010964e-02,-4.693495498933331622e-01,7.183399385333337495e-02,-5.637978744400000686e-01,-1.634570911333333709e-01,-4.122520827066666338e-01,-3.952397635220725736e-01
-6.842891195199999332e-01,-9.041608073333347317e-02,-2.961366065333332354e-01,-2.238354450666667217e-01,-1.613617320666668464e-01,-4.166239669333333673e-01,9.690667446666652307e-02,-3.887376254000001197e-01,-3.948592840666667603e-01,-4.054191452666667250e-01,-2.287327720000001674e-01,1.615994887333330465e-01,-2.291372387333335536e-01,-3.644586898666666852e-01,-3.110529691372241334e-01
-2.962200091333334062e-01,-2.773405972533333208e-01,-4.110514470666665754e-01,-6.341769500399999648e-01,-2.743039346266664680e-01,-3.627253630133331908e-01,-1.606122628266666297e-01,-5.431096359866666168e-01,-3.728204344800000736e-01,-2.661383243999999593e-01,-2.991752598933332119e-01,-1.054882879066664642e-01,-1.096565754799998516e-01,-3.594933119066666127e-01,-1.283988974903590707e-01
