-2.254755671733335021e-01,-2.390369675333333388e-01,-3.438547157333333715e-01,-3.909651608400001588e-01,-2.630479194266666099e-01,-4.625284771999999545e-01,-3.980082506400000608e-01,-9.603922796000012585e-02,-1.009463741866666736e-01,-4.129414423466666872e-01,-5.706606206000000014e-01,-7.501507719906667093e-01,-3.966088393333334072e-01,9.012850909333340599e-02,1.544691833658896341e-01
-4.481548037866667222e-01,2.026900192399999912e-01,1.697685148666666921e-01,-4.970272140400000538e-01,-4.246186334666666728e-01,9.821314648000001313e-02,-7.132635802666668912e-02,-5.577197345866666822e-01,-3.633122163466666055e-01,-5.107514442133335164e-01,-6.670026891640000732e-01,-5.756050774666654490e-02,-3.660383333333332989e-01,-2.654841556266666625e-01,8.640212288073907676e-02
-2.710845980000001210e-01,-3.566193258399999455e-01,-2.285857362666667003e-01,-1.076255011733332906e-01,-5.023321062666665782e-01,-1.314886330133333558e-01,-7.897128343999988698e-02,-4.781669094666665676e-01,-4.749448832266665588e-01,-5.371450929066665658e-01,-2.247176266400000844e-01,-6.767830113599999642e-01,-2.160919938933331397e-01,-2.857347485599997516e-01,6.887900404488622730e-01
-3.917745736666669032e-01,-4.426459165666667417e-01,4.035397333333061269e-03,9.909756733333334455e-02,-3.557929816666668965e-01,-6.694352566666683657e-02,-6.587397961666666690e-01,1.313539183333330695e-01,-2.182207036666664879e-01,-6.100587454666666076e-01,-5.741406943666667040e-01,-3.074396026666669779e-01,-2.849505166666658693e-02,-5.458886659666668528e-01,-3.259566975397941713e-01
-2.573182638666675001e-02,-5.501071773066668058e-01,-3.794753411066666970e-01,-1.505466920666667929e-01,-6.232456562666695982e-02,-6.139204421866666372e-01,-3.874746076266666894e-01,-1.206460421866667049e-01,-4.217078509866666880e-01,-4.410031012666666972e-01,-1.450466825066666632e-01,-3.539812758666667780e-01,-4.563192713866667805e-01,-2.939908875866666382e-01,1.089969433260314091e-01
-3.289396545200000688e-01,-8.007945941333331763e-02,-2.013094762266668669e-01,-1.484177956533333786e-01,-7.394942753599998975e-01,-8.168824317333338303e-02,-3.505066831866667232e-01,2.412226363066668211e-01,-6.413969369160000822e-01,4.354041733333335884e-02,-6.753003059800000152e-01,-5.141631256360000846e-01,-3.843960628266667179e-01,-4.992142603066667128e-01,1.551464728357492689e-02
-1.043262275199999395e-01,-7.747852762666666004e-01,-1.320242486399999249e-01,-4.628844357333332660e-01,-2.817741278933333926e-01,-4.693915969066666527e-01,-4.479281857066667594e-01,-1.860575346133333807e-01,-5.002580263466667176e-01,-3.828395395199999385e-01,-2.180312035199998277e-01,-4.121899026133333810e-01,-2.578833070933332361e-01,-2.948480708266665862e-01,4.872460206414708783e-01
-6.286163530666666333e-02,-6.404296189066666090e-01,-1.322026289066666749e-01,-2.385415816266668043e-01,-7.539709626666664388e-02,-3.832305462666665830e-01,-6.150303413066667835e-01,-4.018365946666453865e-03,-5.783027927466667384e-01,-4.720990453066666315e-01,-3.023777888266667158e-01,-2.635062708266667220e-01,-4.343960872266666162e-01,-3.975140183466667199e-01,-4.903973474662811638e-01
-3.335118136666668787e-01,1.982687403333329712e-01,-2.834421746666668795e-01,-3.519667356666666969e-01,-4.928753706666667012e-01,-3.808038516666665818e-01,-1.760728116666667731e-01,-4.642047026666666909e-01,3.372528203333331476e-01,-1.479951146666668438e-01,4.598962633333325556e-02,-6.318584103666667895e-01,-6.103980616666667691e-01,-1.625281056666668389e-01,9.808439688964221137e-01
-3.849611866666666771e-01,-1.980020626666668948e-01,-2.203427626666666084e-01,-1.637752426666668482e-01,-4.535709946666666714e-01,-2.220953146666667377e-01,-2.758257826666667967e-01,-4.112668186666668113e-01,-3.094452826666668765e-01,-3.932120626666668062e-01,-3.224939866666668986e-01,-4.659950266666668672e-01,-4.068160306666667725e-01,-2.424578866666668164e-01,-7.388466428664025587e-01
